number,incident_state,made_sla,opened_at,impact,urgency,priority,knowledge,resolved_at,closed_at,vendor,product,country
INC0026682,Resolved,True,6/5/2016 08:45,2 - Medium,2 - Medium,3 - Moderate,False,6/5/2016 09:06,11/5/2016 09:07,Ruby,Shrimp,India
INC0006150,Resolved,True,11/3/2016 15:34,2 - Medium,2 - Medium,3 - Moderate,False,11/3/2016 15:48,24/3/2016 18:51,Sapphire,BlueJay,Norway
INC0023241,Active,True,27/4/2016 13:54,2 - Medium,2 - Medium,3 - Moderate,False,27/4/2016 13:57,2/5/2016 14:07,Sapphire,BlueJay,United Kingdom
INC0012709,New,True,29/3/2016 17:02,2 - Medium,2 - Medium,3 - Moderate,False,8/7/2016 13:25,13/7/2016 14:00,Ruby,Shrimp,Malaysia
INC0029153,Resolved,True,13/5/2016 10:03,2 - Medium,2 - Medium,3 - Moderate,False,13/5/2016 15:06,18/5/2016 15:07,Emerald,Boa,Ukraine
INC0016918,Awaiting User Info,True,8/4/2016 10:54,2 - Medium,2 - Medium,3 - Moderate,False,12/5/2016 11:24,17/5/2016 12:07,Emerald,Turtle,United States
INC0027656,New,True,9/5/2016 18:55,2 - Medium,2 - Medium,3 - Moderate,False,11/5/2016 11:12,16/5/2016 12:07,Emerald,Croc,Indonesia
INC0010610,Active,True,23/3/2016 14:53,2 - Medium,2 - Medium,3 - Moderate,False,6/4/2016 12:18,11/4/2016 12:59,Emerald,Boa,Saudi Arabia
INC0009849,New,True,22/3/2016 09:46,2 - Medium,2 - Medium,3 - Moderate,False,30/3/2016 12:54,4/4/2016 12:59,Sapphire,Peacock,Kenya
INC0006199,Awaiting User Info,True,11/3/2016 16:42,2 - Medium,2 - Medium,3 - Moderate,False,23/3/2016 14:44,28/3/2016 14:59,Ruby,Fox,Egypt
INC0022244,Resolved,True,25/4/2016 11:19,2 - Medium,2 - Medium,3 - Moderate,False,25/4/2016 11:21,30/4/2016 12:07,Sapphire,Peacock,Malaysia
INC0011651,Closed,True,28/3/2016 08:15,2 - Medium,2 - Medium,3 - Moderate,False,28/3/2016 08:32,2/4/2016 08:59,Emerald,Frog,Colombia
INC0008455,New,True,17/3/2016 16:44,2 - Medium,2 - Medium,3 - Moderate,False,30/3/2016 14:59,4/4/2016 15:59,Emerald,Frog,Sweden
INC0005771,Awaiting User Info,True,11/3/2016 08:59,2 - Medium,2 - Medium,3 - Moderate,False,3/5/2016 11:07,8/5/2016 11:10,Emerald,Boa,Mexico
INC0023783,New,True,28/4/2016 14:24,2 - Medium,2 - Medium,3 - Moderate,False,28/4/2016 16:19,3/5/2016 17:07,Emerald,Frog,Morocco
INC0021967,New,True,24/4/2016 01:38,2 - Medium,2 - Medium,3 - Moderate,False,4/5/2016 11:43,9/5/2016 12:07,Ruby,LadyBug,Vietnam
INC0019976,Awaiting User Info,True,15/4/2016 17:22,2 - Medium,2 - Medium,3 - Moderate,False,28/4/2016 11:41,3/5/2016 12:07,Sapphire,Peacock,Thailand
INC0005239,Active,True,10/3/2016 09:32,2 - Medium,2 - Medium,3 - Moderate,True,21/3/2016 12:02,26/3/2016 12:59,Sapphire,BlueJay,Brazil
INC0009551,New,True,21/3/2016 14:41,2 - Medium,2 - Medium,3 - Moderate,False,29/3/2016 13:37,3/4/2016 13:59,Sapphire,BlueTang,Saudi Arabia
INC0026123,Active,True,5/5/2016 06:30,2 - Medium,2 - Medium,3 - Moderate,False,6/5/2016 15:39,11/5/2016 16:07,Ruby,Shrimp,Netherlands
INC0016636,New,True,7/4/2016 15:25,2 - Medium,2 - Medium,3 - Moderate,False,26/4/2016 11:09,1/5/2016 11:10,Ruby,LadyBug,Indonesia
INC0006777,Active,True,14/3/2016 14:22,2 - Medium,2 - Medium,3 - Moderate,False,27/3/2016 22:12,1/4/2016 22:59,Sapphire,Peacock,Germany
INC0010046,Closed,True,22/3/2016 14:09,2 - Medium,2 - Medium,3 - Moderate,False,24/3/2016 10:10,29/3/2016 10:59,Emerald,Boa,Peru
INC0004860,Awaiting User Info,True,9/3/2016 12:11,2 - Medium,2 - Medium,3 - Moderate,True,10/3/2016 09:22,24/3/2016 18:51,Ruby,Ant,Sweden
INC0001266,Resolved,True,2/3/2016 12:28,2 - Medium,2 - Medium,3 - Moderate,True,3/3/2016 15:00,8/3/2016 16:00,Emerald,Turtle,Italy
INC0013191,Awaiting User Info,True,30/3/2016 15:55,2 - Medium,2 - Medium,3 - Moderate,False,6/4/2016 09:59,11/4/2016 10:59,Emerald,Boa,Colombia
INC0018353,New,True,12/4/2016 17:28,2 - Medium,2 - Medium,3 - Moderate,False,26/4/2016 10:39,1/5/2016 11:07,Sapphire,Peacock,Ecuador
INC0000740,Closed,False,1/3/2016 13:41,1 - High,2 - Medium,2 - High,True,8/3/2016 11:37,24/3/2016 18:40,Sapphire,Glaucus,Switzerland
INC0011959,Closed,True,28/3/2016 13:00,3 - Low,3 - Low,4 - Low,False,28/3/2016 13:09,2/4/2016 13:59,Ruby,LadyBug,Hungary
INC0027992,New,True,10/5/2016 15:53,2 - Medium,2 - Medium,3 - Moderate,False,18/5/2016 16:18,23/5/2016 17:07,Sapphire,Peacock,Greece
INC0015770,Active,True,6/4/2016 08:52,2 - Medium,2 - Medium,3 - Moderate,False,20/4/2016 17:50,25/4/2016 18:07,Sapphire,Glaucus,Hungary
INC0011260,Awaiting User Info,True,24/3/2016 17:26,2 - Medium,2 - Medium,3 - Moderate,False,5/4/2016 10:50,10/4/2016 10:59,Emerald,Boa,Kenya
INC0017756,Awaiting User Info,True,11/4/2016 15:22,2 - Medium,2 - Medium,3 - Moderate,False,25/4/2016 11:10,30/4/2016 12:07,Emerald,Croc,Argentina
INC0019131,New,True,14/4/2016 11:38,2 - Medium,2 - Medium,3 - Moderate,False,22/7/2016 16:14,27/7/2016 17:00,Emerald,Boa,Mexico
INC0029134,Resolved,True,13/5/2016 09:24,2 - Medium,2 - Medium,3 - Moderate,False,13/5/2016 09:49,18/5/2016 10:07,Sapphire,BlueJay,United Arab Emirates
INC0012360,Active,True,29/3/2016 09:41,2 - Medium,2 - Medium,3 - Moderate,False,29/3/2016 10:26,3/4/2016 10:59,Emerald,Croc,Indonesia
INC0006248,Active,True,12/3/2016 00:43,2 - Medium,2 - Medium,3 - Moderate,False,7/4/2016 15:28,12/4/2016 15:59,Sapphire,Glaucus,Thailand
INC0010882,New,True,24/3/2016 09:18,2 - Medium,2 - Medium,3 - Moderate,False,24/3/2016 11:52,29/3/2016 11:59,Ruby,Shrimp,Croatia
INC0019311,Closed,False,14/4/2016 15:55,2 - Medium,2 - Medium,3 - Moderate,False,26/4/2016 11:26,1/5/2016 12:07,Sapphire,BlueJay,Mexico
INC0028482,Active,True,11/5/2016 14:56,2 - Medium,2 - Medium,3 - Moderate,False,16/5/2016 10:39,21/5/2016 11:07,Ruby,Ant,United Kingdom
INC0011982,Active,True,28/3/2016 13:24,2 - Medium,2 - Medium,3 - Moderate,False,28/3/2016 17:15,2/4/2016 17:59,Ruby,Shrimp,Austria
INC0010166,Awaiting User Info,True,22/3/2016 16:29,2 - Medium,2 - Medium,3 - Moderate,False,30/3/2016 12:16,4/4/2016 12:59,Ruby,LadyBug,Morocco
INC0009276,Resolved,True,21/3/2016 09:40,2 - Medium,2 - Medium,3 - Moderate,False,21/3/2016 09:43,26/3/2016 09:59,Emerald,Croc,Colombia
INC0025272,Active,True,3/5/2016 09:34,2 - Medium,2 - Medium,3 - Moderate,False,3/5/2016 09:44,8/5/2016 10:07,Ruby,Ant,Canada
INC0011226,Closed,True,24/3/2016 16:22,2 - Medium,2 - Medium,3 - Moderate,False,30/3/2016 11:02,4/4/2016 11:59,Sapphire,Peacock,Philippines
INC0026804,Resolved,True,6/5/2016 11:14,2 - Medium,2 - Medium,3 - Moderate,False,12/5/2016 12:24,17/5/2016 13:07,Emerald,Croc,Israel
INC0023783,Resolved,True,28/4/2016 14:24,2 - Medium,2 - Medium,3 - Moderate,False,28/4/2016 16:19,3/5/2016 17:07,Emerald,Frog,Egypt
INC0011831,New,True,28/3/2016 10:33,2 - Medium,1 - High,2 - High,False,30/8/2016 11:19,4/9/2016 12:00,Emerald,Frog,Colombia
INC0015460,Resolved,True,5/4/2016 11:53,2 - Medium,2 - Medium,3 - Moderate,False,5/4/2016 15:05,10/4/2016 15:59,Ruby,Ant,Croatia
INC0007247,Active,True,15/3/2016 11:52,2 - Medium,2 - Medium,3 - Moderate,False,24/3/2016 08:56,29/3/2016 08:59,Ruby,Shrimp,Saudi Arabia
INC0020307,Resolved,True,18/4/2016 10:38,2 - Medium,2 - Medium,3 - Moderate,False,18/4/2016 15:32,23/4/2016 16:07,Emerald,Frog,Ukraine
INC0025307,Active,True,3/5/2016 10:16,2 - Medium,2 - Medium,3 - Moderate,False,3/5/2016 10:40,8/5/2016 11:07,Emerald,Frog,Austria
INC0023206,New,True,27/4/2016 12:48,2 - Medium,2 - Medium,3 - Moderate,False,12/5/2016 14:20,17/5/2016 15:07,Emerald,Frog,United Arab Emirates
INC0019820,Resolved,True,15/4/2016 14:18,2 - Medium,2 - Medium,3 - Moderate,False,15/4/2016 14:25,20/4/2016 15:07,Ruby,Shrimp,Nigeria
INC0018000,Closed,True,12/4/2016 10:07,2 - Medium,2 - Medium,3 - Moderate,False,12/4/2016 10:14,17/4/2016 11:07,Ruby,LadyBug,United Arab Emirates
INC0023041,Resolved,True,27/4/2016 09:13,2 - Medium,2 - Medium,3 - Moderate,False,2/5/2016 14:00,7/5/2016 14:07,Sapphire,Peacock,Pakistan
INC0007436,Closed,False,15/3/2016 17:06,2 - Medium,2 - Medium,3 - Moderate,False,18/3/2016 09:22,24/3/2016 19:01,Sapphire,BlueTang,New Zealand
INC0027182,Closed,True,8/5/2016 01:53,2 - Medium,2 - Medium,3 - Moderate,False,9/5/2016 08:04,14/5/2016 08:07,Ruby,Shrimp,Nigeria
INC0013702,Awaiting User Info,True,31/3/2016 17:16,2 - Medium,2 - Medium,3 - Moderate,False,16/6/2016 11:24,21/6/2016 12:00,Emerald,Croc,Ecuador
INC0009573,Active,True,21/3/2016 14:59,2 - Medium,2 - Medium,3 - Moderate,False,1/4/2016 16:17,6/4/2016 16:59,Ruby,Fox,Turkey
INC0012228,New,True,28/3/2016 20:33,2 - Medium,2 - Medium,3 - Moderate,False,19/4/2016 10:11,24/4/2016 11:07,Emerald,Frog,Italy
INC0023573,Closed,True,28/4/2016 09:35,2 - Medium,2 - Medium,3 - Moderate,False,28/4/2016 10:07,3/5/2016 10:10,Ruby,Fox,South Africa
INC0015599,New,True,5/4/2016 15:54,2 - Medium,2 - Medium,3 - Moderate,False,6/4/2016 18:54,11/4/2016 18:59,Sapphire,Glaucus,Denmark
INC0027493,New,True,9/5/2016 13:30,2 - Medium,2 - Medium,3 - Moderate,False,9/5/2016 13:39,14/5/2016 14:07,Ruby,Fox,Argentina
INC0027369,Awaiting User Info,True,9/5/2016 10:17,2 - Medium,2 - Medium,3 - Moderate,False,18/5/2016 08:38,23/5/2016 09:07,Emerald,Boa,Belgium
INC0023487,Closed,True,28/4/2016 08:31,2 - Medium,2 - Medium,3 - Moderate,False,28/4/2016 10:40,3/5/2016 11:07,Emerald,Turtle,Pakistan
INC0027175,Resolved,True,7/5/2016 23:36,2 - Medium,2 - Medium,3 - Moderate,False,8/5/2016 00:05,13/5/2016 00:07,Ruby,Shrimp,South Africa
INC0020075,Active,True,17/4/2016 07:18,2 - Medium,2 - Medium,3 - Moderate,False,28/4/2016 10:26,3/5/2016 11:07,Sapphire,Glaucus,Mexico
INC0009531,New,True,21/3/2016 14:26,2 - Medium,2 - Medium,3 - Moderate,False,22/3/2016 09:57,27/3/2016 09:59,Ruby,Shrimp,Saudi Arabia
INC0005317,New,True,10/3/2016 10:51,2 - Medium,2 - Medium,3 - Moderate,True,15/3/2016 10:31,24/3/2016 19:00,Emerald,Frog,Belgium
INC0006450,Active,True,14/3/2016 08:57,2 - Medium,2 - Medium,3 - Moderate,False,15/3/2016 09:54,24/3/2016 19:00,Emerald,Turtle,Canada
INC0020772,Closed,True,19/4/2016 09:22,2 - Medium,2 - Medium,3 - Moderate,False,19/4/2016 09:33,24/4/2016 10:07,Ruby,Fox,Germany
INC0001539,Active,True,2/3/2016 17:29,2 - Medium,2 - Medium,3 - Moderate,True,4/3/2016 16:24,9/3/2016 17:00,Emerald,Frog,Ireland
INC0025188,Active,True,3/5/2016 07:43,2 - Medium,2 - Medium,3 - Moderate,False,4/5/2016 08:02,9/5/2016 08:07,Ruby,Shrimp,Vietnam
INC0007191,Resolved,True,15/3/2016 11:07,2 - Medium,2 - Medium,3 - Moderate,False,22/3/2016 12:52,27/3/2016 12:59,Emerald,Boa,South Africa
INC0001154,New,True,2/3/2016 11:06,2 - Medium,2 - Medium,3 - Moderate,True,17/3/2016 11:40,24/3/2016 18:59,Ruby,LadyBug,Canada
INC0019004,Active,True,14/4/2016 09:10,2 - Medium,2 - Medium,3 - Moderate,False,15/4/2016 16:54,20/4/2016 17:07,Ruby,Fox,Belgium
INC0013330,Active,True,31/3/2016 08:34,2 - Medium,2 - Medium,3 - Moderate,False,31/3/2016 09:05,5/4/2016 09:59,Ruby,Ant,Denmark
INC0009795,New,True,22/3/2016 08:48,2 - Medium,2 - Medium,3 - Moderate,False,1/4/2016 12:04,6/4/2016 12:59,Emerald,Turtle,New Zealand
INC0010032,Active,True,22/3/2016 13:53,2 - Medium,2 - Medium,3 - Moderate,False,1/4/2016 15:00,6/4/2016 15:59,Ruby,Ant,Vietnam
INC0005874,Active,True,11/3/2016 10:35,2 - Medium,2 - Medium,3 - Moderate,False,15/3/2016 10:54,24/3/2016 19:00,Sapphire,Peacock,Spain
INC0000574,New,True,1/3/2016 09:54,3 - Low,3 - Low,4 - Low,True,7/3/2016 16:16,24/3/2016 18:40,Ruby,LadyBug,Egypt
INC0019396,Active,True,14/4/2016 20:42,2 - Medium,2 - Medium,3 - Moderate,False,12/5/2016 23:51,18/5/2016 00:07,Ruby,Ant,Malaysia
INC0019614,Closed,True,15/4/2016 11:27,2 - Medium,2 - Medium,3 - Moderate,False,15/4/2016 11:33,20/4/2016 12:07,Sapphire,BlueTang,Germany
INC0023639,Resolved,True,28/4/2016 11:04,2 - Medium,2 - Medium,3 - Moderate,False,3/5/2016 17:37,8/5/2016 18:07,Sapphire,Glaucus,Singapore
INC0026795,Resolved,True,6/5/2016 11:05,2 - Medium,2 - Medium,3 - Moderate,False,6/5/2016 16:01,11/5/2016 16:07,Sapphire,BlueTang,Sweden
INC0026222,New,True,5/5/2016 09:35,2 - Medium,2 - Medium,3 - Moderate,False,10/5/2016 10:45,15/5/2016 11:07,Emerald,Frog,Croatia
INC0002747,Closed,True,4/3/2016 19:53,2 - Medium,2 - Medium,3 - Moderate,True,5/3/2016 01:15,10/3/2016 02:00,Ruby,Ant,Argentina
INC0001942,Closed,False,3/3/2016 14:02,2 - Medium,2 - Medium,3 - Moderate,True,7/3/2016 15:19,24/3/2016 18:40,Ruby,Fox,Belgium
INC0010924,Awaiting User Info,True,24/3/2016 10:02,2 - Medium,2 - Medium,3 - Moderate,False,9/6/2016 09:27,14/6/2016 10:07,Sapphire,BlueJay,India
INC0005776,Resolved,True,11/3/2016 09:03,2 - Medium,2 - Medium,3 - Moderate,False,12/3/2016 17:19,24/3/2016 18:51,Sapphire,Peacock,Poland
INC0005842,New,True,11/3/2016 10:03,2 - Medium,2 - Medium,3 - Moderate,False,16/3/2016 11:19,24/3/2016 19:00,Ruby,Shrimp,Czech Republic
INC0007068,Closed,False,15/3/2016 09:13,2 - Medium,2 - Medium,3 - Moderate,False,18/3/2016 16:14,24/3/2016 19:00,Sapphire,BlueTang,Austria
INC0019131,Closed,False,14/4/2016 11:38,2 - Medium,2 - Medium,3 - Moderate,False,22/7/2016 16:14,27/7/2016 17:00,Emerald,Frog,Hungary
INC0024698,Closed,True,2/5/2016 09:03,2 - Medium,2 - Medium,3 - Moderate,False,2/5/2016 09:19,7/5/2016 10:07,Ruby,LadyBug,Colombia
INC0013002,Active,True,30/3/2016 11:35,1 - High,1 - High,1 - Critical,False,1/4/2016 10:14,6/4/2016 10:59,Sapphire,BlueTang,Vietnam
INC0004665,Active,True,9/3/2016 09:30,2 - Medium,2 - Medium,3 - Moderate,True,9/3/2016 10:42,24/3/2016 18:41,Ruby,Ant,Vietnam
INC0002877,Active,True,5/3/2016 21:34,3 - Low,3 - Low,4 - Low,True,7/3/2016 07:39,24/3/2016 18:40,Sapphire,Peacock,Saudi Arabia
INC0006797,Active,True,14/3/2016 14:37,2 - Medium,2 - Medium,3 - Moderate,False,17/3/2016 17:38,24/3/2016 19:00,Ruby,Shrimp,Mexico
INC0010608,Active,True,23/3/2016 14:49,2 - Medium,2 - Medium,3 - Moderate,False,31/3/2016 10:24,5/4/2016 10:59,Ruby,LadyBug,Chile
INC0021220,Closed,False,20/4/2016 09:52,2 - Medium,2 - Medium,3 - Moderate,False,23/5/2016 10:34,28/5/2016 11:07,Sapphire,BlueTang,Hungary
INC0003313,New,True,7/3/2016 11:05,2 - Medium,2 - Medium,3 - Moderate,True,8/3/2016 11:41,24/3/2016 18:40,Emerald,Boa,India
INC0000399,Resolved,True,29/2/2016 17:27,2 - Medium,2 - Medium,3 - Moderate,True,?,5/3/2016 18:00,Emerald,Croc,Vietnam
INC0016945,Active,True,8/4/2016 11:28,2 - Medium,2 - Medium,3 - Moderate,False,14/4/2016 13:06,19/4/2016 13:07,Sapphire,BlueJay,Argentina
INC0014511,Closed,True,3/4/2016 18:04,2 - Medium,2 - Medium,3 - Moderate,False,5/4/2016 18:17,10/4/2016 18:59,Ruby,Shrimp,Mexico
INC0001390,Active,True,2/3/2016 14:57,2 - Medium,2 - Medium,3 - Moderate,True,4/3/2016 15:55,9/3/2016 16:00,Ruby,LadyBug,Italy
INC0000775,New,True,1/3/2016 14:54,2 - Medium,2 - Medium,3 - Moderate,True,1/3/2016 16:01,6/3/2016 17:00,Sapphire,Glaucus,Nigeria
INC0005007,Resolved,True,9/3/2016 15:14,2 - Medium,2 - Medium,3 - Moderate,True,30/3/2016 15:51,4/4/2016 15:59,Ruby,Ant,Switzerland
INC0016658,Awaiting User Info,True,7/4/2016 16:03,2 - Medium,2 - Medium,3 - Moderate,False,11/4/2016 10:52,16/4/2016 11:07,Emerald,Croc,Finland
INC0002647,Awaiting User Info,True,4/3/2016 16:15,2 - Medium,2 - Medium,3 - Moderate,True,17/3/2016 12:27,24/3/2016 18:59,Emerald,Turtle,Vietnam
INC0005307,Awaiting User Info,True,10/3/2016 10:40,2 - Medium,2 - Medium,3 - Moderate,True,28/3/2016 14:12,2/4/2016 14:59,Emerald,Boa,Sweden
INC0010918,New,True,24/3/2016 09:58,2 - Medium,2 - Medium,3 - Moderate,False,24/3/2016 14:54,29/3/2016 14:59,Sapphire,BlueJay,Romania
INC0027796,Closed,False,10/5/2016 09:40,2 - Medium,2 - Medium,3 - Moderate,False,23/6/2016 09:29,28/6/2016 10:00,Emerald,Boa,Hungary
INC0018879,New,True,13/4/2016 18:27,2 - Medium,2 - Medium,3 - Moderate,False,13/4/2016 18:40,18/4/2016 16:09,Sapphire,Peacock,Vietnam
INC0014991,Closed,True,4/4/2016 15:07,2 - Medium,2 - Medium,3 - Moderate,False,4/4/2016 15:11,9/4/2016 15:59,Emerald,Frog,Denmark
INC0027097,Closed,True,7/5/2016 04:21,2 - Medium,2 - Medium,3 - Moderate,False,7/5/2016 05:18,12/5/2016 06:07,Emerald,Boa,New Zealand
INC0008795,Active,True,18/3/2016 13:20,2 - Medium,2 - Medium,3 - Moderate,False,28/3/2016 12:06,2/4/2016 12:59,Sapphire,BlueTang,Argentina
INC0024293,Active,True,29/4/2016 15:25,2 - Medium,2 - Medium,3 - Moderate,False,6/5/2016 15:35,11/5/2016 16:07,Emerald,Frog,Nigeria
INC0015888,Closed,False,6/4/2016 10:56,2 - Medium,2 - Medium,3 - Moderate,False,18/4/2016 16:33,23/4/2016 17:07,Sapphire,BlueTang,Sweden
INC0012961,Resolved,True,30/3/2016 10:37,2 - Medium,2 - Medium,3 - Moderate,False,?,4/4/2016 10:59,Sapphire,Peacock,Brazil
INC0007960,New,True,16/3/2016 16:54,2 - Medium,2 - Medium,3 - Moderate,False,16/3/2016 17:49,24/3/2016 19:01,Emerald,Croc,Portugal
INC0020061,Resolved,True,16/4/2016 18:45,2 - Medium,2 - Medium,3 - Moderate,False,16/4/2016 19:11,21/4/2016 20:07,Emerald,Croc,United Kingdom
INC0005754,Active,True,11/3/2016 08:46,2 - Medium,2 - Medium,3 - Moderate,False,17/3/2016 12:08,24/3/2016 19:00,Sapphire,BlueJay,Sweden
INC0008600,Active,True,18/3/2016 09:19,2 - Medium,2 - Medium,3 - Moderate,False,18/4/2016 14:27,23/4/2016 15:07,Ruby,Fox,Indonesia
INC0010719,Active,True,23/3/2016 16:41,2 - Medium,2 - Medium,3 - Moderate,False,5/4/2016 17:09,10/4/2016 17:59,Emerald,Croc,New Zealand
INC0008533,Active,True,18/3/2016 07:25,2 - Medium,2 - Medium,3 - Moderate,False,18/3/2016 11:13,24/3/2016 19:02,Sapphire,Glaucus,Sweden
INC0001961,Active,True,3/3/2016 14:21,2 - Medium,2 - Medium,3 - Moderate,True,10/3/2016 18:11,24/3/2016 18:50,Sapphire,BlueTang,Colombia
INC0017205,New,True,9/4/2016 02:03,2 - Medium,2 - Medium,3 - Moderate,False,11/4/2016 14:32,16/4/2016 15:07,Sapphire,Glaucus,Ireland
INC0007430,New,True,15/3/2016 16:59,2 - Medium,2 - Medium,3 - Moderate,False,24/3/2016 08:05,29/3/2016 08:59,Sapphire,BlueJay,New Zealand
INC0016670,Closed,False,7/4/2016 16:21,2 - Medium,2 - Medium,3 - Moderate,False,14/4/2016 11:24,19/4/2016 12:07,Sapphire,Peacock,France
INC0015892,Closed,True,6/4/2016 11:01,2 - Medium,2 - Medium,3 - Moderate,False,6/4/2016 14:37,11/4/2016 14:59,Ruby,LadyBug,Italy
INC0019712,Closed,False,15/4/2016 12:41,2 - Medium,2 - Medium,3 - Moderate,False,22/4/2016 15:12,27/4/2016 16:07,Emerald,Boa,Japan
INC0004602,New,True,9/3/2016 08:17,2 - Medium,2 - Medium,3 - Moderate,True,10/3/2016 10:47,24/3/2016 18:50,Ruby,Fox,Australia
INC0004002,Active,True,8/3/2016 09:06,2 - Medium,2 - Medium,3 - Moderate,True,10/3/2016 11:25,24/3/2016 18:50,Ruby,LadyBug,Turkey
INC0021836,New,True,22/4/2016 13:20,2 - Medium,2 - Medium,3 - Moderate,False,4/5/2016 11:01,9/5/2016 11:07,Emerald,Frog,Colombia
INC0022036,Active,True,25/4/2016 07:54,2 - Medium,2 - Medium,3 - Moderate,False,25/4/2016 07:56,30/4/2016 08:07,Sapphire,Glaucus,Egypt
INC0025020,New,True,2/5/2016 15:26,2 - Medium,2 - Medium,3 - Moderate,False,2/5/2016 15:56,7/5/2016 16:07,Sapphire,Peacock,India
INC0021292,Closed,True,20/4/2016 11:31,2 - Medium,2 - Medium,3 - Moderate,False,20/4/2016 12:08,25/4/2016 12:10,Ruby,Ant,Belgium
INC0026183,Closed,True,5/5/2016 08:58,2 - Medium,2 - Medium,3 - Moderate,False,5/5/2016 15:21,10/5/2016 16:07,Sapphire,Glaucus,Vietnam
INC0026674,New,True,6/5/2016 08:33,2 - Medium,2 - Medium,3 - Moderate,False,31/5/2016 15:25,5/6/2016 16:07,Ruby,Fox,Ecuador
INC0001733,Active,True,3/3/2016 10:16,3 - Low,3 - Low,4 - Low,True,3/3/2016 13:03,8/3/2016 14:00,Sapphire,BlueTang,Germany
INC0010436,New,True,23/3/2016 10:44,2 - Medium,2 - Medium,3 - Moderate,False,30/8/2016 14:47,4/9/2016 15:00,Emerald,Turtle,Peru
INC0019530,Closed,True,15/4/2016 09:39,2 - Medium,2 - Medium,3 - Moderate,False,15/4/2016 09:50,20/4/2016 10:07,Sapphire,Peacock,United Kingdom
INC0012902,Closed,True,30/3/2016 09:41,2 - Medium,2 - Medium,3 - Moderate,False,31/3/2016 16:48,5/4/2016 16:59,Sapphire,BlueJay,United States
INC0001152,Awaiting User Info,True,2/3/2016 11:05,2 - Medium,2 - Medium,3 - Moderate,True,22/3/2016 09:22,27/3/2016 09:59,Emerald,Croc,France
INC0012581,Resolved,True,29/3/2016 13:59,2 - Medium,2 - Medium,3 - Moderate,False,4/4/2016 10:25,9/4/2016 10:59,Sapphire,Glaucus,Romania
INC0022500,Active,True,25/4/2016 16:39,2 - Medium,2 - Medium,3 - Moderate,False,25/4/2016 16:41,30/4/2016 17:07,Sapphire,BlueJay,Malaysia
INC0019333,Active,True,14/4/2016 16:33,2 - Medium,2 - Medium,3 - Moderate,False,15/4/2016 11:09,20/4/2016 11:10,Sapphire,BlueJay,Chile
INC0023396,Active,True,27/4/2016 20:40,2 - Medium,2 - Medium,3 - Moderate,False,4/5/2016 12:32,9/5/2016 13:07,Emerald,Croc,Canada
INC0025851,Resolved,True,4/5/2016 12:58,2 - Medium,2 - Medium,3 - Moderate,False,6/5/2016 13:32,11/5/2016 14:07,Sapphire,Glaucus,Turkey
INC0005987,Active,True,11/3/2016 12:29,2 - Medium,2 - Medium,3 - Moderate,False,23/5/2016 14:50,28/5/2016 15:07,Sapphire,Glaucus,India
INC0009719,Active,True,21/3/2016 21:07,2 - Medium,2 - Medium,3 - Moderate,False,22/3/2016 08:02,27/3/2016 08:59,Emerald,Boa,Canada
INC0029207,New,True,13/5/2016 11:06,2 - Medium,2 - Medium,3 - Moderate,False,18/5/2016 10:36,23/5/2016 11:07,Emerald,Turtle,United Kingdom
INC0013757,Resolved,True,1/4/2016 00:19,2 - Medium,2 - Medium,3 - Moderate,False,5/4/2016 03:21,10/4/2016 03:59,Ruby,LadyBug,Turkey
INC0016313,Active,True,7/4/2016 08:06,2 - Medium,2 - Medium,3 - Moderate,False,8/4/2016 15:42,13/4/2016 15:59,Ruby,Fox,Bolivia
INC0001137,Resolved,True,2/3/2016 10:48,2 - Medium,2 - Medium,3 - Moderate,True,?,7/3/2016 13:00,Sapphire,Peacock,Italy
INC0024805,Resolved,True,2/5/2016 10:41,2 - Medium,2 - Medium,3 - Moderate,False,2/5/2016 10:44,7/5/2016 11:07,Emerald,Croc,Ecuador
INC0002340,Resolved,True,4/3/2016 10:00,2 - Medium,2 - Medium,3 - Moderate,True,7/3/2016 11:18,24/3/2016 18:40,Emerald,Frog,Sweden
INC0022600,Closed,True,26/4/2016 08:43,2 - Medium,2 - Medium,3 - Moderate,False,26/4/2016 09:24,1/5/2016 10:07,Ruby,Ant,New Zealand
INC0005618,New,True,10/3/2016 17:39,2 - Medium,2 - Medium,3 - Moderate,True,22/3/2016 11:14,27/3/2016 11:59,Sapphire,Glaucus,Pakistan
INC0000830,Active,True,1/3/2016 16:06,1 - High,2 - Medium,2 - High,True,7/3/2016 15:27,24/3/2016 18:40,Sapphire,BlueTang,Mexico
INC0014961,Active,True,4/4/2016 14:33,2 - Medium,2 - Medium,3 - Moderate,False,5/4/2016 10:51,10/4/2016 10:59,Sapphire,Peacock,Croatia
INC0006063,Active,True,11/3/2016 14:18,2 - Medium,2 - Medium,3 - Moderate,False,28/3/2016 09:39,2/4/2016 09:59,Sapphire,Peacock,New Zealand
INC0004911,Resolved,True,9/3/2016 13:45,2 - Medium,2 - Medium,3 - Moderate,True,14/3/2016 08:45,24/3/2016 18:51,Ruby,Shrimp,Austria
INC0008694,Active,True,18/3/2016 10:47,2 - Medium,2 - Medium,3 - Moderate,False,30/3/2016 15:15,4/4/2016 15:59,Sapphire,Glaucus,Sweden
INC0006415,New,True,14/3/2016 08:33,3 - Low,3 - Low,4 - Low,False,30/3/2016 12:05,1/4/2016 12:13,Ruby,Fox,Bolivia
